Name	Chr	Start	End	Strand
Mir302b	chr3	127248146	127248219	+
Mir302c	chr3	127248281	127248348	+
Mir302a	chr3	127248414	127248482	+
Mir302d	chr3	127248542	127248607	+
Mir367	chr3	127248651	127248725	+
4930422G04Rik	chr3	127256407	127320939	+
Neurog2	chr3	127336054	127338549	+
Alpk1	chr3	127373317	127483445	-
Gm16238	chr3	127394853	127395440	-
5S_rRNA	chr3	127434512	127434608	+
Tifa	chr3	127492790	127535053	+
Ap1ar	chr3	127510182	127540410	-
5730508B09Rik	chr3	127572606	127599241	-
Gm10650	chr3	127741612	127743579	+
SNORA32	chr3	128243290	128243398	+
Gm9387	chr3	128656700	128658016	-
Pitx2	chr3	128902796	128922509	+
Enpep	chr3	128972093	129035638	-
Elovl6	chr3	129235304	129341413	+
Egf	chr3	129380493	129458240	-
AC098732.1	chr3	129387051	129387159	-
Rrh	chr3	129507326	129525423	-
Gar1	chr3	129527830	129534314	-
Cfi	chr3	129539655	129578246	+
Pla2g12a	chr3	129581524	129598739	+
Casp6	chr3	129604343	129617021	+
Ccdc109b	chr3	129617878	129673124	-
Sec24b	chr3	129685677	129764471	-
Gm9396	chr3	129771330	129771896	+
Gm9396	chr3	129771399	129771892	+
Col25a1	chr3	129883809	130302795	+
U6	chr3	129908383	129908489	+
Agxt2l1	chr3	130320366	130338668	+
Ostc	chr3	130398839	130412362	-
Rpl34	chr3	130429749	130433316	-
SNORA61	chr3	130573867	130573994	-
AC114668.1	chr3	130802466	130802754	+
Lef1	chr3	130813389	130927274	+
Hadh	chr3	130936337	130975019	-
Cyp2u1	chr3	130993409	131006145	-
4930534D22Rik	chr3	131005561	131019579	+
Sgms2	chr3	131021903	131047858	-
AC165333.1	chr3	131147457	131147716	-
Papss1	chr3	131227732	131306634	+
U6	chr3	131581223	131581317	+
U6	chr3	131745250	131745356	-
Dkk2	chr3	131748256	131843257	+
U6	chr3	132200524	132200629	-
Gm5549	chr3	132297689	132307595	+
Aimp1	chr3	132323462	132346843	-
Tbck	chr3	132347108	132501470	+
AC135118.1	chr3	132379887	132379990	+
SNORA17	chr3	132450189	132450299	-
Npnt	chr3	132544709	132613255	-
U6	chr3	132602834	132602940	+
Gstcd	chr3	132644717	132754997	-
Ints12	chr3	132754804	132773952	+
D630013G24Rik	chr3	132775242	132897913	-
Ppa2	chr3	132973074	133041199	+
AC125040.1	chr3	133094667	133094787	-
Tet2	chr3	133126643	133207354	-
SNORA17	chr3	133251370	133251501	-
Gm2078	chr3	133618437	133903500	-
Cxxc4	chr3	133899784	133925117	+
AC164408.1	chr3	133902906	133902989	+
Mir1895	chr3	133903469	133903547	-
Gm16742	chr3	134003249	134293729	-
Tacr3	chr3	134491971	134597545	+
AC099576.1	chr3	134810372	134810477	+
Cenpe	chr3	134875527	134936504	+
Bdh2	chr3	134944185	134967390	+
Nhedc2	chr3	134970664	135005731	+
Nhedc1	chr3	135010993	135060791	+
Cisd2	chr3	135069376	135086889	-
4930539J05Rik	chr3	135099190	135100723	-
Ube2d3	chr3	135101261	135130142	+
Manba	chr3	135148575	135234368	+
Gm16100	chr3	135158617	135158847	+
Gm9329	chr3	135188928	135189496	-
Nfkb1	chr3	135247619	135354511	-
Gm9799	chr3	135390302	135391702	+
Slc39a8	chr3	135488243	135551536	+
Gm16500	chr3	135626423	135626782	-
Bank1	chr3	135716327	135989030	-
Ppp3ca	chr3	136333088	136600691	+
Gm10955	chr3	136615239	136625603	+
U6	chr3	136730856	136730962	+
Emcn	chr3	137004031	137095149	+
Gm4861	chr3	137213009	137215586	-
AC140486.1	chr3	137284438	137284557	+
Ddit4l	chr3	137284576	137291297	+
U6	chr3	137378622	137378728	+
H2afz	chr3	137527451	137529886	+
Dnajb14	chr3	137530639	137579521	+
Gm15460	chr3	137567973	137568363	+
U6	chr3	137575954	137576052	-
Lamtor3	chr3	137581490	137591729	+
Dapp1	chr3	137593971	137644509	-
Gm5105	chr3	137711725	137730352	-
1110002E22Rik	chr3	137728016	137744376	+
Mttp	chr3	137752819	137806352	-
Rg9mtd2	chr3	137806412	137822785	+
4930579F01Rik	chr3	137827099	137849677	-
Adh7	chr3	137880787	137896346	+
Adh1	chr3	137923955	137953662	+
Gm16559	chr3	137944372	137969986	-
Adh6a	chr3	137976250	137994098	+
U1	chr3	138006102	138006260	+
Adh6b	chr3	138015342	138021825	+
Adh6-ps1	chr3	138037085	138051255	+
Adh4	chr3	138078430	138093856	+
Adh5	chr3	138106057	138118463	+
Metap1	chr3	138121924	138152346	-
Eif4e	chr3	138189155	138220563	+
Mir1956	chr3	138189385	138189449	+
Tspan5	chr3	138405159	138567397	+
Gm16060	chr3	138491643	138492126	-
Rap1gds1	chr3	138588870	138738163	-
Gm4862	chr3	138791298	138791735	-
B930007M17Rik	chr3	138868658	139373263	+
U6	chr3	139080721	139080827	-
Pdha2	chr3	140872968	140875319	-
Gm15688	chr3	141120940	141128297	-
Unc5c	chr3	141128528	141497888	+
Gm15689	chr3	141325853	141345864	-
Bmpr1b	chr3	141500100	141832389	-
Pdlim5	chr3	141903568	142058630	-
Gbp5	chr3	142159864	142185308	+
Gbp7	chr3	142193302	142213047	+
Gbp3	chr3	142223016	142236173	+
Gbp1	chr3	142257811	142282143	+
Gbp2	chr3	142283566	142300972	+
Ccbl2	chr3	142364015	142407874	+
Gm15540	chr3	142406625	142407645	-
Gtf2b	chr3	142428190	142446567	+
U6	chr3	142435936	142436040	-
Pkn2	chr3	142453866	142544968	-
SNORA17	chr3	142458066	142458158	+
9530052C20Rik	chr3	142545459	142557608	+
Gm2574	chr3	142625525	142626756	+
SNORA4	chr3	143337907	143338031	+
Lmo4	chr3	143851494	143868184	-
Hs2st1	chr3	144094067	144233145	-
Sep15	chr3	144233268	144260644	+
SNORA2	chr3	144249789	144249916	-
Sh3glb1	chr3	144347972	144383287	-
Clca1	chr3	144392641	144423941	-
Clca2	chr3	144459523	144482458	-
Clca4	chr3	144485587	144512321	-
Gm16215	chr3	144510538	144510967	+
Gm6289	chr3	144542286	144558975	-
AI747448	chr3	144573885	144595493	-
Gm16233	chr3	144610525	144617842	+
Clca6	chr3	144615444	144638009	-
Clca3	chr3	144667501	144695740	-
Clca5	chr3	144733229	144762068	-
Odf2l	chr3	144781553	144816879	+
Col24a1	chr3	144955436	145214975	+
Znhit6	chr3	145239172	145268209	+
Cyr61	chr3	145309935	145312949	-
Gm17501	chr3	145313276	145315057	+
Ddah1	chr3	145421639	145557241	+
Bcl10	chr3	145587322	145597247	+
2410004B18Rik	chr3	145600978	145607793	+
Syde2	chr3	145650834	145684684	+
Wdr63	chr3	145703490	145771094	-
U1	chr3	145779066	145779218	-
Mcoln3	chr3	145780423	145804770	+
Mcoln2	chr3	145812797	145858477	+
Lpar3	chr3	145883925	145949178	+
U6	chr3	146050706	146050808	-
AC124987.1	chr3	146062098	146062181	-
Ssx2ip	chr3	146067606	146103103	+
Dnase2b	chr3	146067777	146259576	-
Ctbs	chr3	146113434	146128813	+
Spata1	chr3	146120167	146162717	-
Gng5	chr3	146162798	146168536	+
Rpf1	chr3	146169312	146184387	-
Uox	chr3	146260041	146295269	+
Gm16325	chr3	146304896	146314679	+
4930503B20Rik	chr3	146308157	146314281	-
Samd13	chr3	146308159	146348556	-
Prkacb	chr3	146392543	146475924	-
Gm10288	chr3	146501775	146502311	-
Ttll7	chr3	146515331	146646973	+
SNORA17	chr3	148017051	148017182	-
Lphn2	chr3	148478550	148652280	-
U6	chr3	148691896	148692002	+
Gm9912	chr3	148848115	148848459	-
Gm10287	chr3	148884657	148888709	-
U6	chr3	149003867	149003972	-
Rpsa-ps10	chr3	149735554	149736584	-
Mir3963	chr3	150686756	150686826	-
Eltd1	chr3	151100851	151208050	+
U6	chr3	151271307	151271413	+
Ifi44	chr3	151393886	151412911	-
H28	chr3	151422605	151425870	-
Ptgfr	chr3	151461882	151500594	-
U7	chr3	151589312	151589373	-
Gipc2	chr3	151756497	151829194	-
Gm16198	chr3	151816411	151817080	+
Dnajb4	chr3	151841475	151873243	-
Fubp1	chr3	151873422	151899794	+
Nexn	chr3	151899950	151929284	-
Fam73a	chr3	151936423	152003371	-
Usp33	chr3	152009442	152056576	+
Zzz3	chr3	152058437	152125790	+
Ak5	chr3	152125779	152331104	-
AI115009	chr3	152329877	152344396	+
Pigk	chr3	152377064	152643372	+
Rpl29-ps1	chr3	152443738	152445025	-
St6galnac5	chr3	152480045	152645210	-
Gm16232	chr3	152539015	152539181	-
Gm16213	chr3	152583204	152584363	+
Gm16231	chr3	152606277	152606908	+
St6galnac3	chr3	152868369	153388026	-
7SK	chr3	153284666	153284933	+
SNORA17	chr3	153371875	153371990	+
Gm10042	chr3	153448017	153448098	+
5730460C07Rik	chr3	153452269	153455051	-
SNORA17	chr3	153494134	153494256	+
Asb17	chr3	153507173	153518046	+
2510003D18Rik	chr3	153513337	153515388	-
Msh4	chr3	153520111	153569102	-
SNORA17	chr3	153527771	153527895	+
AC087184.1	chr3	153557665	153557735	+
Rabggtb	chr3	153570253	153575930	-
Snord45b	chr3	153573527	153573597	-
SNORD45	chr3	153574574	153574654	-
Snord45c	chr3	153575089	153575168	-
Acadm	chr3	153585321	153607596	-
Slc44a5	chr3	153636400	153934686	+
Gm3076	chr3	153795304	153795754	+
Lhx8	chr3	153969252	153993615	-
Lhx8	chr3	153969260	153993615	-
AI606473	chr3	153993785	153997218	+
Tyw3	chr3	154239484	154260068	-
Cryz	chr3	154259675	154286146	+
4922501L14Rik	chr3	154327060	154420491	+
Gm20389	chr3	154371622	154374307	-
BC007180	chr3	154425121	154430751	+
Tnni3k	chr3	154449266	154718371	-
Fpgt	chr3	154747885	154756342	-
Y_RNA	chr3	154754982	154755092	+
Lrriq3	chr3	154756398	154857242	+
U6	chr3	155451329	155451432	-
4930570G19Rik	chr3	156209717	156224710	-
Negr1	chr3	156224758	156979409	+
Gm15578	chr3	156479001	156479475	+
Gm15577	chr3	156566827	156583744	-
AC170189.1	chr3	156732338	156732418	-
4930566N20Rik	chr3	156870626	156871824	-
SNORA17	chr3	156873893	156874024	+
U6	chr3	156900189	156900295	-
U6	chr3	157028962	157029068	+
U6	chr3	157061226	157061332	-
Zranb2	chr3	157197124	157211354	+
Mir186	chr3	157207243	157207313	+
Ptger3	chr3	157229856	157307722	+
Cth	chr3	157557212	157588041	-
1810013D15Rik	chr3	157588233	157590111	+
Ankrd13c	chr3	157610378	157670288	+
Srsf11	chr3	157673437	157699603	-
Lrrc40	chr3	157699626	157731442	+
Lrrc7	chr3	157745859	158225185	-
Depdc1a	chr3	159158397	159192919	+
Rpe65	chr3	159262197	159287763	+
Wls	chr3	159502701	159598797	+
U6	chr3	159579219	159579325	-
